皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
尋找藥袋	Find Valen's medicine bags	약 주머니 찾기
交給管家巴雷	Hand it over to Steward Valen	집사 바렌에게 전달
與士兵隊長布洛斯對話	Talk to General Buros	사병대장 뷰로스와 대화
除掉地道的粉紅樹根地鼠	Defeat the Pink Tree Root Moles beyond the tunnels	땅굴 너머의 분홍 나무뿌리 두더지 처치
除掉風向儀之塔附近的葛雷斯墨爾	Defeat the Glass Mole near the Wind Vane Tower	풍향계 탑 근처의 글래스몰 처치
除掉葛雷斯墨爾	Defeat Glass Mole	글래스몰 처치
與脫隊的士兵歐漢對話	Talk with Farm Soldier Upham	낙오된 사병 업햄과 대화
引領農場士兵歐漢到安全地帶	Escort Farm Soldier Upham to a safe place	농장 사병 업햄을 안전지대로 인도
觀察謎樣陷阱	Inspect the Mysterious Trap 	의문의 함정 살펴보기
與資深修道士佛特斯對話	Talk to Senior Monk Potos	선임 수도사 포토스와 대화
與獵人雷伊娜對話	Talk to Hunter Reina	헌터 레이나와 대화
使用賈雷斯以搜查陷阱	Search for the trap using Jareth	쟈레쓰를 이용해 함정 수색
與獵人納塔夏對話	Talk to Hunter Natasha	헌터 나타샤와 대화
與修道士瓦以利對話	Talk to Monk Wiley	수도사 와일리와 대화
收集精典散頁	Collect the pages of the scripture	경전 낱장 수집
交給修道士瓦以利	Hand them over to the Monk Wiley	수도사 와일리에게 전달
採集坦帕斯蘑菇	Collect Tempas Mushrooms	템파스 버섯 채집
收集勒多的石橋	Collect Rocktor's Stony Legs	락터의 돌다리 수집
交給獵人雷伊娜	Hand them over to Hunter Reina	헌터 레이나에게 전달
賈雷斯的狩獵幫助	Hunt together with Jareth	쟈레쓰의 사냥 돕기
與資深修道士馬勒寇對話	Talk to Senior Monk Marko	선임 수도사 마르코와 대화
與修道士們對話	Talk to the monks	수도사들과 대화
未知的毒	Unidentified Poison	모르는 독
收集切波勒的尖刺毒 	Collect Chafperor Thorn Venom	체이퍼러의 가시독 수집
收集尖刺樹木根部濃烈的毒	Collect Toxic Thorn Tree Stump Sap	가시나무 밑둥의 진한 독 수집
收集泉裡聚積的毒液	Collect Spring Water Venom	샘에 고인 독액 수집
交給獵人納塔夏	Hand them over to Hunter Natasha	헌터 나타샤에게 전달
收集烏勒德瓦的葉片	Collect Woodluwa Leaves 	우르드와의 잎사귀 수집
與獵人巴斯提爾對話	Talk to Hunter Bastille	헌터 바스틸과 대화
收集解毒用藥草	Collect herbs for detoxification	해독용 약초 모아오기
交給獵人巴斯提爾	Hand them over to Hunter Bastille	헌터 바스틸에게 전달
與修道士查德對話	Talk to the Monk Chad	수도사 채드와 대화
收集蜜蠟	Collect beeswax	밀랍 수집
交給修道士查德	Hand them over to Monk Chad	수도사 채드에게 전달
補獵烏勒德瓦，收集黏液	Hunt Woodluwas and collect some resin	우드르와를 사냥하고 진액 수집
與資深修道士古斯對話	Talk to Senior Monk Goss	선임 수도사 거스와 대화
請消滅地錢苔與史托內坤收集證據	Defeat Liverworts and Stonacons and collect evidence	우산이끼와 스토내콘을 처치하고 증거 수집
交給資深修道士古斯	Hand them over to Senior Monk Goss	선임 수도사 거스에게 전달
調查帕沙圖休憩地的墳墓	Investigate the grave at Priekis Rest Area	파사로 쉼터의 무덤 조사
請與獵人納塔夏對話，並聽他說明有關信件的事情。	Talk to Hunter Natasha about the letter	헌터 나타샤와 이야기해 편지에 대해 들어보세요.
與堤拉修道院的資深修道士古斯對話	Talk to Senior Monk Goss in Tyla Monastery	틸라 수도원에서 선임 수도사 거스와 대화
與修道士勇斯對話	Talk to Monk Jones	수도사 욘스와 대화
消滅地錢苔與史托內坤	Defeat Liverworts and Stonacons	우산이끼와 스토내콘 처치
消滅地錢苔	Defeat Liverworts	우산이끼 처치
消滅史托內坤	Defeat Stonacons	스토내콘 처치
採集阿錫拉多水草	Collect Acylado Hydrophyte	아실라도 수초 채집
交給修道士勇斯	Hand them over to Monk Jones	수도사 욘스에게 전달
與修道士傑普利對話	Talk to Monk Jeffery	수도사 제프리와 대화
修道院修復計畫	Mission to Retake the Monastery	수도원 수복 작전
攻破艾瑪斯殿堂	Storm through Apmas Hall	앱마스 전당까지 돌파
攻破洛提卡殿堂 	Break through Raktika Hall	락티카 전당 돌파
攻破比提斯噴泉	Storm through Viltis Fountain	빌티스 분수대 돌파
移動到祈禱室前面	Move to the front of the Prayer Room	기도실 앞으로 이동
呼喚前的準備作業	Preparations for the Call	부름을 위한 준비작업
與修道士莫漢對話	Talk to Monk Moheim	수도사 모하임과 대화
請到接待室的樹箱裡搜尋水晶球	Search for the Crystal Ball in the wooden box in the Reception Room	응접실의 나무 상자에서 수정구 수색
與修道院長對話	Talk to the abbot	수도원장과 대화
除去有味道的團塊	Remove the Smelly Lump	냄새나는 덩어리 제거
消滅修道院的怪物	Defeat the monsters in the Monastery	수도원의 몬스터 처치
消滅修道院內的怪物	Defeat the monsters in the Monastery	수도원 내의 몬스터 처치
尋找堤拉修道院的經典	Look for the scripture at Tyla Monastery	틸라 수도원의 경전 찾기
交給修道士莫漢	Hand them over to Moheim	수도사 모하임에게 전달
收集重裝步兵的斷槍碎片和破碎鎧甲	Collect Broken pieces of spear and armor of Hoplites	하플라이트들의 부러진 창 조각과 부서진 갑옷 수집
查看死靈法師亞多瑪斯	Look for Necromancer Adomas carefully	네크로맨서 아도마스 살피기
搜查亞多瑪斯的背包	Search the bag of Adomas	아도마스의 가방 수색
把紙條交給死靈法師蕾米亞	Hand over the memo to Necromancer Lemija	네크로맨서 레미야에게 쪽지 전달
和死靈法師蕾米亞對話	Talk with Necromancer Lemija	네크로맨서 레미야와 대화
前往坎西亞溪邊確認亞多瑪斯的屍體	Move to Kansia Brookside to check the corpses of Adomas	아도마스의 시신을 확인하러 칸시아 개울가로 이동
這裡發生過的事	An incident that occurred here	이 곳에서 있었던 일
搜查士兵屯駐地	Search the soldiers' post	병사 주둔지 수색
士兵屯駐地搜查結果	The results of the search at the soldier post	병사 주둔지 수색 결과
請打聽此地發生了什麼事。	Find out what occurred here	이곳에서 무슨 일이 일어났는지 알아보세요.
追逐慘叫聲	Chase after the sound of the scream	비명소리 쫓아가기
前往傳來慘叫聲的斯沛加泉水	Move to Spega Springs where the sound of the scream came from	비명소리가 난 스패가 샘터 쪽으로 이동
保護蕾米亞並消滅怪物	Defeat the monsters while protecting Lemija	레미야를 지키며 몬스터 처치
為他們的安息祈禱	Praying for their eternal rest	그들의 안식을 기도하며
從怪物那裡收集屍體碎片	Collect the pieces of the corpses of the monsters	몬스터로부터 사체 조각 수집
把屍體碎片交給死靈法師蕾米亞	Hand over the pieces of the corpses to Necromancer Lemija	네크로맨서 레미야에게 사체조각 전달
消滅怪物收集屍體碎片	Defeat the monsters and collect the pieces of the corpses	몬스터를 처치하여 사체 조각 수집
從冰凍的士兵身上吸收帕烏斯達斯的魔力	Absorb the magical power of Faustas from the frozen soldier	얼어붙은 병사에게 깃든 파우스타스의 마력 흡수
把蘊含魔力的符咒交給死靈法師蕾米亞	Hand over the talisman that contains the magical power to Necromancer Lemija	마력이 깃든 부적을 네크로맨서 레미야에게 전달
前往帕烏斯達斯的隱居地	Move to the hideout of Faustas	파우스타스의 은거지로 이동
阻止帕烏斯達斯	Stop Faustas	파우스타스 저지
和死靈法師帕烏斯達斯對話	Talk with Necromancer Faustas	네크로맨서 파우스타스와 대화
消滅突變的亞多瑪斯	Defeat the transformed Adomas	변이한 아도마스 처치
確認陳舊的信件	Check the old letter	낡은 편지 확인
請閱讀從屯駐地找到的陳舊的信件。	Read the old letter which you found from the hideout	주둔지에서 찾은 낡은 편지를 읽어보세요.
把信交給收件人	Pass the letter to the receiver	수취인에게 편지 전달
他們的事由	The Story Behind Them	그들의 사연
確認部隊長的紙條	Check the memo of the commander	부대장의 쪽지 확인
搜查部隊長躲藏的屋子	Search the house where the commander is hiding	부대장이 숨어 있는 집 수색
和貝達高原部隊長對話	Talk with the commander at Vedas Plateau	베다 고원 부대장과 대화
把戒指交給貝魯克堤廣場的將校蕾堤亞	Hand over the ring to Guard Retia at Verkti Square	베르크티 광장의 장교 레티아에게 반지 전달
收集貝達高原士兵的遺物	Collect the relics of the soldiers at Vedas Plateau	베다 고원의 병사 유품 수집
把遺物交給死靈法師蕾米亞	Hand over the goods to Necromancer Lemija	네크로맨서 레미야에게 유품 전달
確認可疑的法杖碎片	Check the Suspicious Wand Fragment	의문의 지팡이 파편 확인
找尋了解法杖的碎片的專家	Find Someone to Ask About the Wand Fragment	지팡이의 파편에 대해 알 만한 사람 찾아가기
消滅那些感受到碎片反應的怪物	Defeat the Monsters Attracted by the Fragment's Reaction	파편이 반응하자 이를 감지하여 몰려드는 몬스터 처치
從周為怪物身上收集碎片	Obtain Another Fragment From the Monsters	주변 몬스터에게서 또 다른 파편 수집
完成製作中的魔法陣	Complete the Unfinished Magic Circle	미완성 마법진 완성
淨化貝里歐羅	Purify the Burialers	베리얼러 정화
跟愛德華對話	Talk to Edward	에드워드와 대화
收集愛德華的裝備	Recover Edward's Equipment	에드워드의 장비 수집
採集不明花朵	Collect the Unknown Flower	정체불명의 꽃 채집
收集西斯特的體液	Collect Cyst Fluid	시스트의 체액 수집
保護愛德華不受怪物攻擊	Protect Edward from the Monsters	몬스터들로부터 에드워드 보호
採集麥菲妮亞藥草 	Collect Melbania Herbs	멜바니아 약초 채집
採集稀有的花	Collect the Rare Flower	희귀한 꽃 채집
採集柯卡特的肉	Collect Cockat Meat	코카트의 고기 수집
確認陷阱	Check the Trap	함정 확인
尋找熟悉陷阱的獵人	Find a Hunter to Ask About the Trap	함정에 대해 알 만한 헌터 찾아가기
從潘德洛希溫取得蜂蜜	Obtain Honey From the Pendrosiums	팬드로시움으로부터 꿀 획득
消滅因普羅卡拉斯博學者	Defeat the Infrogalas Mages	인프로 갈라스 메이지 처치
啟動移動干擾裝置	Activate the Blocking Devices	이동 방해장치 활성화
消滅羅佛特倫	Defeat the Loftlems	로프틀렘 처치
採集地錢苔的孢子	Collect Liverwort Spores	우산이끼의 포자 채집
在野營地附近埋藏幻覺魔法石	Bury the Hallucination Stone Nearby	야영지 주변에 환각마법석 묻기
收集發光的石碎片	Collect Sparkling Stones	빛나는 돌조각 수집
收集水晶碎片	Collect Crystal Fragments	수정조각 수집
與警備兵豪頓對話	Talk to Guard Horton	경비병 호튼과 대화
探勘潛水區域	Check the Flooded District	침수 구역 확인
收集緊急糧食	Retrieve Emergency Food Supplies	비상식량 수집
與警備兵麥德遜對話	Talk to Guard Manderson	경비병 맨더슨과 대화
收集貴重物品	Retrieve the Valuable Objects	귀중품 수집
探勘里榭斯烽火台	Investigate Lyshys Beacon Mound	리쉬스 봉화대 살펴보기
尋找莎勒斯修女院	Find the Saalus Convent	살러스 수녀원 찾아가기
確認自由地下城位置	Find the Hunting Grounds	프리던전 위치 찾기
標記大地要塞中注意事項	Report on the Environment Inside the Fortress of the Land	대지의 요새 안에서 주의해야 할 점들 표시하기
與迪庫盜墓團亞勒奇達斯對話	Talk to Arghidas from the Dico Tomb Thieves	디코 도굴단 아르기다스와 대화
把亞勒奇達斯所取得的物品轉交給葳荷米娜凱利奧特	Deliver the Objects Gathered by Arghidas to Wilhelmina	아르기다스가 구한 물건을 빌헬미나 캐리어트에게 전달하기
以穿戴3個以下的防具的狀態去消滅怪物	Defeat a Strong Monster While Equipping 3 or Less Armor Items	현재 착용 중인 방어구가 3개 이하인 상태로 강한 몬스터를 처치하기
與阿曼達對話	Talk to Amanda	아만다와 대화
接受雕刻師大師的幫忙	Ask the Dievdirbys Master for Help	딥디르비 마스터에게 도움 받기
未知文字的真正意涵	Deciphering the Mysterious Writings	알 수 없는 문자의 정체
去請教了解碑石文字的人吧！	Talk to Barte About the Writings on the Tombstone	비석에 나온 문자에 대해 알고 있을 만한 사람인 바르테와 대화하세요
用探測器找尋詛咒的物品並回收	Find the Cursed Objects Using the Curse Detector	탐지기로 저주의 물건을 찾아 회수하기
帕薩卡峽谷全區	The Entire Region of Fasika Plateau	파사카 협곡 전 지역
利用凱都拉商團探測器去找凱都拉商團的物品	Find the Kedoran Alliance Ledge Using the Detector	케도라 상단의 탐지기로 케도라 상단의 물건 찾기
凱那魯平原全區域	All Over Genar Field	게나르 평원 전 지역
取得聖光之粉	Obtain the Holy Powder	홀리 파우더 구해오기
尋找黃昏侍女精髓	Obtain Dawn Maiden Essence	황혼의 시녀 정수 구하기
發怒的蜜蜂們	Angry Bees	성난 벌들
取得香草材料	Obtain the Materials for the Candle	향초의 재료를 구하기
設置香草	Place the Candle	향초 설치하기
向刀騎兵大師證明你的資格	Prove Yourself to the Hackapell Master	하카펠 마스터에게 자격을 증명하기
撫慰神靈	Appease the Divine Spirit	신령을 달래기
消滅惡靈	Defeat the Evil Spirit	악령 처치하기
品質證明[鑑定師轉職]	Quality Certificate [Appraiser Advancement]	품질 인증서[감정사 전직]
