凱帕	Kepa	케파
" 開始NPC = ScpArgMsg(""Auto__eopeum_"") "	"Start NPC = ScpArgMsg (""Auto__eopeum_"")"	" 시작NPC = ScpArgMsg(""Auto__eopeum_"") "
" 進行NPC = ScpArgMsg(""Auto_"	"Progress NPC = ScpArgMsg (""Auto_"	" 진행NPC = ScpArgMsg(""Auto_"
 進行NPC座標MZ	Progression NPC coordinate MZ	 진행NPC좌표MZ
 進行NPC座標SETPOS	NPC coordinate progress SETPOS	 진행NPC좌표SETPOS
" 進行NPC = ScpArgMsg(""Auto__eopeum_"") "	"Progress NPC = ScpArgMsg (""Auto__eopeum_"")"	" 진행NPC = ScpArgMsg(""Auto__eopeum_"") "
" 完成NPC = ScpArgMsg(""Auto_"	"Complete NPC = ScpArgMsg (""Auto_"	" 완료NPC = ScpArgMsg(""Auto_"
 完成NPC座標MZ	Complete NPC Coordinates MZ	 완료NPC좌표MZ
 完成NPC座標SETPOS	Complete NPC Coordinates SETPOS	 완료NPC좌표SETPOS
" 完成NPC = ScpArgMsg(""Auto__eopeum_"") "	"Complete NPC = ScpArgMsg (""Auto__eopeum_"")"	" 완료NPC = ScpArgMsg(""Auto__eopeum_"") "
" 建議等級 = """	"Recommended Level = """	" 권장레벨 = """
"等級以上 = """	"Level higher than = """	"레벨이상 = """
"等級以下 = """	"Level below = """	"레벨이하 = """
"確認周圍地區1 = ScpArgMsg(""Auto_"	"Peripheral check 1 = ScpArgMsg (""Auto_"	"주변지역체크1 = ScpArgMsg(""Auto_"
"職業1 = """	"Job 1 = """	"직업1 = """
"職業2 = """	"Job 2 = """	"직업2 = """
"職業3 = """	"Job 3 = """	"직업3 = """
"職業4 = """	"Job 4 = """	"직업4 = """
"性別 = ScpArgMsg(""Auto_NamSeong"") "	"Gender = ScpArgMsg (""Auto_NamSeong"")"	"성별 = ScpArgMsg(""Auto_NamSeong"") "
"性別 = ScpArgMsg(""Auto_yeoSeong"") "	"Gender = ScpArgMsg (""Auto_yeoSeong"")"	"성별 = ScpArgMsg(""Auto_yeoSeong"") "
" 任務條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"	"Setting of Quest Conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 퀘스트조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"
" 任務條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"	"Setting of Quest Conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 퀘스트조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"
" Error??"" "	"Error ?? """	" 에러??"" "
" Buff條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"	"Setting of Buff Conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 버프조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"
" Buff條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"	"Setting of Buff Conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 버프조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"
" 裝備道具條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"	"Setting of Wear Item Conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 착용아이템조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"
" 裝備道具條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"	"Setting of Wear Item Conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 착용아이템조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"
" 道具條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"	"Setting of Item Conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 아이템조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"
" 道具條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"	"Setting of Item Conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 아이템조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"
" 期間確認方式 = ScpArgMsg(""Auto_"	"Check method of Period = ScpArgMsg (""Auto_"	" 기간체크방식 = ScpArgMsg(""Auto_"
" Sub1期間 ="""	"Sub1 period = """	" Sub1기간 ="""
" Sub2期間 ="""	"Sub2 period = """	" Sub2기간 ="""
" Sub3期間 ="""	"Sub3 period = """	" Sub3기간 ="""
" Sub4期間 ="""	"Sub4 period = """	" Sub4기간 ="""
" Sub5期間 ="""	"Sub5 period = """	" Sub5기간 ="""
" Sub6期間 ="""	"Sub6 period = """	" Sub6기간 ="""
" Sub7期間 ="""	"Sub7 period = """	" Sub7기간 ="""
" Sub8期間 ="""	"Sub8 period = """	" Sub8기간 ="""
" Sub9期間 ="""	"Sub9 period = """	" Sub9기간 ="""
" Sub10期間 ="""	"Sub10 period = """	" Sub10기간 ="""
" 期間確認方法 = 只有在每週特定的日子才可以進行(OR 條件)"""	"Check Method of Period = Every particular day is only possible to proceed (Or condition) """	" 기간체크 방법 = 매주 특정 요일들에만 진행가능(OR 조건)"""
" 主要期間 =ScpArgMsg(""Auto_"	"The Main Period = ScpArgMsg (""Auto_"	" 메인기간 =ScpArgMsg(""Auto_"
" 期間確認方法 = 只有在每天特定的時間才可以進行(OR 條件)"""	"Check Method of Period = Every particular day and time is only possible to proceed (Or condition) """	" 기간체크 방법 = 특정 매일 특정 시간대에만 진행가능(OR 조건)"""
" 期間確認方法 = 只有在每小時特定的分鐘才可以進行(OR 條件)"""	"Check Method of Period = Every hour is only possible to proceed (Or condition) """	" 기간체크 방법 = 매시 특정 분에만 진행가능(OR 조건)"""
" 內容 = """	"Content = """	" 내용 = """
" 等級 ="""	"Level = """	" 레벨 ="""
" 道具條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"") "	"Setting of Item Conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 아이템조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"") "
" 道具條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"") "	"Setting of Item Conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 아이템조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"") "
"的ClassName = """	"The ClassName of = """	"의ClassName = """
"的MonTactics = """	"MonTactics of = """	"의MonTactics = """
"的機率 = ScpArgMsg(""Auto_"	"Probability of = ScpArgMsg (""Auto_"	"의확률 = ScpArgMsg(""Auto_"
 InvItem2怪物	Monster InvItem2	 InvItem2몬스터
" InvItem2怪物的ClassName = """	"ClassName of InvItem2 a monster = """	" InvItem2몬스터의ClassName = """
" InvItem2怪物的MonTactics = """	"MonTactics of InvItem2 a monster = """	" InvItem2몬스터의MonTactics = """
" InvItem2怪物的機率 = ScpArgMsg(""Auto_"	"Probability of InvItem2 monster = ScpArgMsg (""Auto_"	" InvItem2몬스터의확률 = ScpArgMsg(""Auto_"
 InvItem3怪物	Monster InvItem3	 InvItem3몬스터
" InvItem3怪物的ClassName = """	"ClassName of InvItem3 a monster = """	" InvItem3몬스터의ClassName = """
" InvItem3怪物的MonTactics = """	"MonTactics of InvItem3 a monster = """	" InvItem3몬스터의MonTactics = """
" InvItem3怪物的機率 = ScpArgMsg(""Auto_"	"InvItem3 Probability of monster = ScpArgMsg (""Auto_"	" InvItem3몬스터의확률 = ScpArgMsg(""Auto_"
 InvItem4怪物	InvItem4 Monster	 InvItem4몬스터
" InvItem4怪物的ClassName = """	"InvItem4 ClassName of a monster = """	" InvItem4몬스터의ClassName = """
" InvItem4怪物的MonTactics = """	"InvItem4 MonTactics of a monster = """	" InvItem4몬스터의MonTactics = """
" InvItem4怪物的機率 = ScpArgMsg(""Auto_"	"InvItem4 Probability of monster = ScpArgMsg (""Auto_"	" InvItem4몬스터의확률 = ScpArgMsg(""Auto_"
" 擊殺怪物條件設定 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"	"Setting of kill monsters conditions = ScpArgMsg (""Auto_MoDu_ManJog_ (AND)"")"	" 킬몬스터조건설정 = ScpArgMsg(""Auto_MoDu_ManJog_(AND)"")"
" 擊殺怪物條件設定 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"	"Setting of kill monsters conditions = ScpArgMsg (""Auto_HaNaMan_ManJog_ (OR)"")"	" 킬몬스터조건설정 = ScpArgMsg(""Auto_HaNaMan_ManJog_(OR)"")"
"   目的1 = """	"Objective 1 = """	"   목적1 = """
"   目的2 = """	"Objective 2 = """	"   목적2 = """
"   目的3 = """	"Objective 3 = """	"   목적3 = """
"   目的4 = """	"Objective 4 = """	"   목적4 = """
"   目的5 = """	"Objective 5 = """	"   목적5 = """
"   目的6 = """	"Objective 6 = """	"   목적6 = """
" 任務進行 = ScpArgMsg(""Auto_NPCwa_DaeHwa_Si_wanLyoDaeKi_SangTaeLo_ByeonKyeong"") "	"Quest Progress = ScpArgMsg (""Auto_NPCwa_DaeHwa_Si_wanLyoDaeKi_SangTaeLo_ByeonKyeong"")"	" 퀘스트진행 = ScpArgMsg(""Auto_NPCwa_DaeHwa_Si_wanLyoDaeKi_SangTaeLo_ByeonKyeong"") "
" 任務進行 = ScpArgMsg(""Auto_KweSeuTeu_wanLyo_CheoLiKkaJi_Han_Beone_SiKim(KweSeuTeu_BoSangeul_BatKo_KweSeuTeu_wanLyo)"") "	"Quest Progress = ScpArgMsg(""Auto_KweSeuTeu_wanLyo_CheoLiKkaJi_Han_Beone_SiKim(KweSeuTeu_BoSangeul_BatKo_KweSeuTeu_wanLyo)"")"	" 퀘스트진행 = ScpArgMsg(""Auto_KweSeuTeu_wanLyo_CheoLiKkaJi_Han_Beone_SiKim(KweSeuTeu_BoSangeul_BatKo_KweSeuTeu_wanLyo)"") "
" 持有量全部 "" "	"All Possession """	" 소지량 모두 "" "
" 個 "" "	"ea """	" 개 "" "
" 經驗值 = "" "	"EXP = """	" 경험치 = "" "
嘿	He	헿
席德梅伊爾	Seedmaiung	시드마이엉
擊殺的	Killed	죽인 
(秒)	(In seconds)	(초)
 / Blue的值	/ Blue values of	 / Blue의 값
 then	 then	 then
拔取中	while you pull out	뽑는 중
所選擇的道具數字	Number of selected items	선택된 아이템의 숫자야
預設值	Default	기본 값
商店販賣可	Shop for sale	상점 판매 가능
商店販賣不可	Shop not for sale	상점 판매 불가능
個人交易可	Individual tradable	개인 거래 가능
個人交易不可	Individual transaction impossible	개인 거래 불가능
鐵砧和裝備種類不一致	This anvil does not match this type of equipment	모루가 장비 종류와 일치하지 않습니다
人類	Human-type	인간
魔族型	Demon	마족형
在哪裡呢？？？	Where are you???	어디있을까??????
未確認	Unconfirmed	미확인 
特別獎勵	Special Reward	특별보상
 ，和他對話。	And conversation	 과 대화
一般對話	Normal Chat	일반 대화
組隊對話	Party Chat	파티 대화
團體	Group	단체
對話邀請	Invite to chat	대화 초대
丟棄	Discarded	버려
卷軸使用地區	Previous Warp	주문서 사용지역
地圖探險	Maps	맵탐험
探險率	Maps Explored	탐험률
獲得 	Acquisition	획득 
沒有我的排名	No order	내 순위 없음
 獲得  	Acquisition	 획득  
沒有資料	No data	데이터 없음
沒有排名   上週	No rank last week	순위 없음   지난주 
(切斷中)	(In the block)	(차단중)
沒有道具	No items	아이템 없음
 個 獲得	 obtained	 개 획득
 (使用中)	 (using)	 (사용 중)
對奴德克奇套上針刺袋子	You have put on Thornball pockets onto Bagworms	누덕고치에게 쏜볼 주머니를 씌웠습니다
魔力補充(	Magic Crystal charged (	마력 충전(
補充中	Charging	충전 중
套上袋子	Pocket	주머니 씌우기
被套上袋子的奴德克奇	The pocket was covered by Bagworm	주머니가 씌워진 누덕고치
正在採集針刺花粉	Visible flower powder in collection	가시 꽃의 가루 채집 중
沒有PC。	There is no PC	PC가 없습니다
飲用針刺花粉覺醒劑	I drink a visible pollen stimulants	가시 꽃가루 각성제 마시기
關於5位女神	Regarding the five goddesses	다섯 여신들에 대해
關於奧施莉奈女神	About Goddess Ausrine	아우슈리네 여신에 대해
關於拉伊瑪女神	About Goddess Laima	라이마 여신에 대해
關於加比婭女神	About Goddess Gabija	가비야 여신에 대해
關於澤米娜女神	About Goddess Zemyna	제미나 여신에 대해
關於瓦卡麗涅女神	About Goddess Vakarine	바카리네 여신에 대해
詢問關於神樹之日	Ask about Medzio Diena	신수의 날에 대해 묻는다
詢問關於之後	Ask what happened next	그 후에 대해서 묻는다
找到了有關魔力流動的情報。	You have found the information about the flow of the magical power	마력의 흐름에 관한 정보를 찾았습니다
找不到其它的情報。	You didn't find any particular information	별다른 정보를 찾지 못했습니다
如果再繼續接近會有危險。	It will be dangerous if you go near	더 이상 다가가면 위험합니다
汙染地淨化中	Purifying corrupted land	오염지 정화 중
人偶淨化失敗了	I failed to strengthen the doll	인형 강화에 실패 하였습니다
被召喚的潘圖領路人	Summoned Panto Pathfinder	소환된 판토 길잡이
破壞用咒術人偶	Shaman Doll for Destruction	파괴용 주술인형
大王之眼偷偷對你說適任者來了	The Eyes of the Great King is whispering to you that the right person has come	대왕의 눈은 당신에게 적임자가 왔노라고 속삭입니다
低階聖靈	Junior Spirit	하급 성령
強化針刺花粉覺醒劑	Enhancing the Thorn Flower Powder Stimulant	가시 꽃 가루 각성제 강화시키기
喝下覺醒劑	Drank the stimulant	각성제 마시기
獲得啟示中	Retrieving the relevation	계시 획득 중
輔助裝備類	Secondary Equipment	보조 장비류
單手劍類	One-handed Sword	한손검류
雙手劍類	Two-handed Sword	양손검류
權杖類	Rod	로드류
法杖類	Staff	스태프류
弓箭類	Bow	활류
弩弓類	Crossbow	쇠뇌류
鈍器類	Blunt	둔기류
魔棒類	Wand	완드류
單手槍類	One-handed Spear	한손창류
雙手槍類	Two-handed Spear	양손창류
盾牌類	Shield	방패류
短劍類	Dagger	단검류
大快朵頤	*munch munch gulp gulp*	냠냠쩝쩝
立即學習	Learn immediately	즉시 습득
購入寵物道具	Buy items for Companion	컴패니언 아이템 구입
寵物商店	Adopt Companion	컴패니언 상점
訓練寵物	Train Companion	컴패니언 훈련
道具商店	Tool Shop	도구 상점
關於寵物的優點	Benefits of having a Companion	컴패니언의 좋은점에 대하여
只能在水晶礦山 2礦區使用。	You can only use it in the Lot 2 of the Crystal Mine	수정광산 2광구에서만 사용할 수 있습니다
正在萃取淡水	Collecting Spiritually Enchanted Sap	담수 채취 중
正在收集品質很好的磨刀石	Collecting Quality Grindstone	질 좋은 숫돌 수집 중
判別中	Distinguishing	판별 중
母親	Mother	어미 
躲藏的怪物	Hidden Monsters	숨어있는 몬스터
錯過怪物了	The monster has been released	몬스터를 놓쳐버렸습니다
可以使用煙幕彈	You can use the smoke bombs	연막탄을 사용할 수 있습니다
已挑釁 [ 	Monster [	몬스터를 [ 
已收集的內容	This information has already been collected	이미 수집한 내용입니다
已收集拓本。	Gathering stone rubbings	탁본을 수집했습니다
荊棘林	Forest of Thorns	가시 숲
詢問是什麼事情	What happened?	무슨 일인지 물어본다
詢問要怎麼辦	What should we do?	어떻게 해야 하는지 물어본다
請求魔法支援	Request magic support	마법 지원을 요청한다
咳咳	*huff huff*	헉헉
已接受的委託。	This request has already been accepted	이미 수락한 의뢰입니다
今天已執行的委託。	You have already finished this daily request	오늘 이미 실행한 의뢰입니다
已接受委託。	Request accepted	의뢰를 수락했습니다
已超過可持有的委託。	You have exceeded the maximum amount of active requests	소지할 수 있는 의뢰를 초과하였습니다
已超過每日委託同意限度。	You have exceeded the maximum amount of active daily requests	일일 의뢰 수락 한도를 초과했습니다
為了開始委託	In order to start request	 의뢰를 시작하기 위해 
請使用道具。	Please use the item	 아이템을 사용하세요
銀幣不足。	You do not have enough silver	실버가 부족합니다
TP不足	Insufficient TP	TP가 부족합니다
道具不足。	This item is not enough	아이템이 부족합니다
下一個階段開始	Start the next step	다음 단계 시작
保留	On hold	보류
除了基本session以外，對創建 PC產生的session目錄。	Session List by made NPC creation without basic session	기본 세션을 제외하고 생성 PC에게 생성된 세션 목록
已攻擊魔族並補充了聖靈晶球。	You've charged Holy Bead by attacking the demons	마족을 공격하여 성령구슬을 충전했습니다
