警戒兵	Sentinel	경계병
和侍從沃里亞對話	Talk to Squire Williya	스콰이어 윌리야와 대화
收集藍色塗料	Collect Blue Paint	파란 도료 수집
交給寬恕者艾里卡斯	Hand them over to Pardoner Erikas	파드너 에리카스에게 전달
尋找賈伊流斯勒肯的靈魂	Look for the spirit of Gailus Legwyn	가일류스 르귄의 영혼 찾기
和賈伊流斯勒肯的靈魂對話	Talk to the spirit of Gailus Legwyn	가일류스 르귄의 영혼과 대화
收集摩奇亞原野的摩奇亞根莖	Collect Mochia Stems at Mochia Fields	모치아 들판의 모치아 줄기 수집
交給賈伊流斯勒肯的靈魂	Hand them over to Gailus Legwyn	가일류스 르귄의 영혼에게 전달
尋找勒肯家的家臣	Look for the vassals of the Legwyn Family	르귄가의 가신 찾기
勒肯家的悲劇	Tragedy of the Legwyn Family	르귄가의 비극
收集邪惡的牙齒	Collect Corrupt Fangs	부정한 이빨 수집
獲得邪惡的牙齒	Obtained Corrupt Fangs	부정한 이빨 획득
消滅卡魯塔斯的獵人	Defeat Kartas Hunter	카르타스의 사냥꾼 처치
交給侍從沃里亞	Hand it over to Squire Williya	스콰이어 윌리야에게 전달
旅程的開端	The Journey Begins	여정의 시작
消滅猛攻而來的凱帕	Defeat the swarm of Kepas	몰려드는 케파 처치
使用屬性點數	Use a Status Point	스테이터스 포인트 사용
把草葉軟膏交給移居民雷伊拉	Deliver Grass Leaf Ointment to Settler Layla	이주민 레일라에게 풀잎 연고 전달
消滅襲擊歐勒夏移居管理所的波亞塔	Defeat the Poata attacking Orsha's Migration Office	오르샤 이주 관리소를 습격한 포아타 처치
消滅竹葉蟲並收集淡紅色葉子	Defeat Leaf Bugs to obtain Red Leaves	잎방개를 처치하여 연붉은 잎사귀 수집
把淡紅色葉子交給移居民伊茲納	Deliver the Red Leaves to Settler Izna	이주민 이즈나에게 연붉은 잎사귀 전달
消滅奇奈希並收集雷姆帕勒黏液	Defeat Chinencys to obtain Rampar Mucus	치넨시를 처치하여 렘파르 점액 수집
把雷姆帕勒黏液交給移居民伊茲納	Deliver the Rampar Mucus to Settler Izna	이주민 이즈나에게 렘파르 점액 전달
點燃阿達塔街道的營火	Make a bonfire on Adata Highway	아다타 가도의 모닥불 피우기
向移居民伊茲納報告	Report to Settler Izna	이주민 이즈나에게 보고
請在阿達塔街道地木柴堆上生火	Set fire to the firewood on Adata Highway	아다타 가도의 장작더미에 불 지피기
收集還可以用的物品	Collect Useful Object	쓸 만한 물건 수집
把還可以用的物品交給移居民伊巴那猶	Deliver the useful objects to Settler Ivanayus	이주민 이바나유에게 쓸 만한 물건 전달
膜拜藍圖魯瑪休憩地的澤米娜女神像	Worship the Statue of Goddess Zemyna at the Randoluma Rest Place	란돌루마 쉼터의 제미나 여신상에 경배
消滅藍圖魯瑪休憩地的怪物	Defeat Monsters at the Randoluma Rest Place	란돌루마 쉼터의 몬스터 처치
把藍圖魯瑪休憩地的移居民帶過來	Randoluma Rest Place	란돌루마 쉼터의 이주민 데려오기
膜拜中央廣場的奧施莉奈女神像	Worship the Statue of Goddess Ausrine in the Central Plaza	중앙 광장에 있는 아우슈리네 여신상에 경배
造訪商店街的雜貨商人	Visit the Item Merchant in the Shopping District	상점가의 잡화 상인 방문
造訪飾品商人	Visit the Accessory Merchant	악세서리 상인 방문
與加橋森林的情報員潔拉希亞對話	Talk to Agent Cherasia at the Woods of the Linked Bridges	덧댄다리 숲의 정보원 체라시아와 대화
收集祭司伊魯瑪的日誌散頁	Collect Priest Irma's Journal Pages	사제 이르마의 일지 낱장 수집
交給情報員潔拉希亞	Deliver to Agent Cherasia	정보원 체라시아에게 전달
協助摩連的調查	Help Agent Moren	모렌의 조사 돕기
從冒煙的草堆中收集線索	Collect clues from the Smoking Piles of Grass	연기나는 풀더미에서 단서 수집
交給情報員摩連	Deliver to Agent Moren	정보원 모렌에게 전달
迫近的危險	Imminent Danger	다가오는 위험
調查巨石臉丘陵	Investigate the Greate Stone Face Hill	큰바위얼굴 언덕 조사
查看不明日誌的內容	Read the Unknown Diary	알 수 없는 일지 내용 확인
交給追蹤者耶烏利斯	Deliver to Chaser Ulysses	추적자 예울리스에게 전달
和帕歐皮斯渡口的追蹤者塔爾巴希對話	Talk to Chaser Talbasi at Paupys Crossing	파우피스 나루의 추적자 탈바시와 대화
消滅茲部卡後院的怪物	Defeat the monsters at the Zbuka Inner Court	즈부카 안뜰의 몬스터 처치
向情報員佩勒尼普報告	Report to Agent Pierneef	정보원 페르니프에게 보고
對怪物使用亢奮劑	Use the stimulant on the monsters	몬스터에게 광분제 사용
消滅寶嵐林間小路的怪物	Defeat the monsters at Bonan Forest Road	보난 숲길의 몬스터 처치
破壞寶嵐林間小路裡的怪物巢穴	Destroy the Monster Nest in Bonan Forest Road	보난 숲길 안쪽의 몬스터 둥지 파괴
向追蹤者拉伊堤斯報告	Report to Chaser Raitis	추적자 라이티스에게 보고
交給追蹤者塔爾巴希	Deliver to Chaser Talbasi	추적자 탈바시에게 전달
收集祭司杰利亞的紙條	Collect Priest Gelija's Memos	사제 겔리아의 쪽지 수집
搜索帕瑟蘭隱居地 	Search the Paslaptis Hideout	파슬람 은거지 수색
和查里一起搜索祭司們的殘跡	Find the priests' traces with Jolly	잘리와 함께 사제들의 흔적 수색
解救在熊蔬丘陵被魔族抓住的祭司普拉那斯	Rescue Priest Pranas from the demons at Groundsle Hill	곰취 언덕에서 마족에게 붙잡혀 있는 사제 프라나스 구출
與歐勒夏的祭司普拉那斯對話	Talk to Priest Pranas in Orsha	오르샤에 있는 사제 프라나스와 대화
向情報員歐勒溫報告	Report to Agent Orwen	정보원 오르웬에게 보고
清除不祥的魔法陣	Remove the Ominous Magic Circles	불길한 마법진 제거
消滅鹿蹄空地的怪物	Defeat the monsters at the Deer Hooves Lot	사슴발굽 공터의 몬스터 처치
確認鹿蹄空地	Check out at the Deer Hooves Lot	사슴발굽 공터 확인
消滅灰色青苔泥人	Defeat Gray Golem	회색 골렘 처치
交給情報員諾圖雷斯	Deliver to Agent Notres	정보원 노토레스에게 전달
回收追蹤者們的行李	Collect Chaser Zegaus' Belongings	추적자들의 짐 회수
交給追蹤者傑卡烏斯	Deliver to Chaser Zegaus	추적자 제가우스에게 전달
把日誌的內容交給伊內沙黑蒙戴伊	Relay the journal's contents to Inesa Hamondale	이네사 해먼데일에게 일지의 내용 전달
與祭司普拉那斯會合	Join Priest Pranas	사제 프라나스와 합류
主教烏魯波納斯的行蹤	Bishop Urbonas' Whereabouts	주교 우르보나스의 행방
確認拷問器材室	Check the Torture Material Room	고문 자재실 확인
消滅猛攻而來的魔族	Defeat the incoming demons	몰려드는 마족 처치
向祭司普拉那斯報告詛咒人偶像的事	Report to Priest Pranas on the Cursed Idol	사제 프라나스에게 저주의 우상 보고
消滅突然襲擊的魔族	Defeat the attacking demons	급습한 마족 처치
前往主教烏魯波納斯留下的地圖上所標示的地方	Go to the location marked on the map left by Bishop Urbonas	주교 우르보나스가 남긴 지도에 표시된 곳으로 이동
與主教烏魯波納斯對話	Talk to Bishop Urbonas	주교 우르보나스와 대화
消滅魔族並補充還原寶珠	Defeat demons to recharge the Orb of Return	마족을 처치하여 환원의 보주 충전
破壞拷問器材室的詛咒人偶像	Destroy the Cursed Idol in the Torture Material Room	고문 자재실의 저주의 우상 파괴
消滅藍色杜瑪洛與藍色溫迪戈並補充還原寶珠	Defeat Blue Dumaros and Blue Wendigos to recharge the Orb of Return	푸른 듀마로와 푸른 웬디고를 처치하여 환원의 보주 충전
交給追蹤者圖勒巴納	Deliver to Chaser Torvana	추적자 토르바나에게 전달
來歷不明的包袱	Unidentified Package	정체불명의 꾸러미
獲得來歷不明的包袱	Obtain Unidentified Packages	정체불명의 꾸러미 습득
收集來歷不明的包袱	Collect Unidentified Packages	정체불명의 꾸러미 수집
使用來歷不明的包袱並確認效果	Use the Unidentified Packages to see their effect	정체불명의 꾸러미를 사용하여 효과 확인
跟著祭司普拉那斯前往亞夏克地牢2層	Follow Priest Pranas into Ashaq Underground Prison 2F	아샤크 지하 감옥 2층으로 사제 프라나스 따라가기
讓詛咒人偶像吸收魔族的魔力	Absorb demon magic into the Cursed Idol	저주의 우상에 마족의 마력 흡수
用還原寶珠破壞詛咒人偶像	Destroy the Cursed Idol with the Orb of Return	환원의 보주로 저주의 우상 파괴
救出被關在單人房區域的祭司伊魯瑪	Rescue Priest Irma from the Solitary Confinement District	독방 구역에 갇혀 있는 사제 이르마 구출
消滅溫迪戈逃犯並補充還原寶珠	Defeat Wendigo Escapees and charge the Orb of Return	웬디고 탈주범을 처치하여 환원의 보주 충전
交給祭司伊魯瑪	Deliver to Priest Irma	사제 이르마에게 전달
用水晶的力量強化寶珠	Strengthen the Orb with the Crystal's Power	수정의 힘으로 보주 강화
在亞夏克地牢3層與祭司伊魯瑪對話	Talk to Priest Irma at Ashaq Underground Prison 3F	아샤크 지하 감옥 3층에서 사제 이르마와 대화
收集閃亮珍珠粉	Collect Twinkling Pearl Powder	반짝이는 진주 가루 수집
交給祭司亞烏拉那斯	Deliver to Priest Auranas	사제 아우라나스에게 전달
消滅寶珠所指向的魔族	Defeat the demons marked by the Orb	보주가 가리킨 마족 처치
消滅寶珠所指向的魔族	Defeat the demons marked by the Orb	보주가 가리키는 마족 처치
消滅特別受刑區域的怪物	Defeat the monsters in the Special Prison District	특별 수형 구역의 몬스터 처치
向祭司德拉茲尼報告	Report to Priest Draznie	사제 드라즈니에에게 보고
解放第2監視塔路上的祭壇的氣息	Release the Altar Spirit on your way to the Second Watchtower	제2 감시탑 가는 길의 제단의 기운 해방
解放祈禱室的祭壇氣息	Release the Altar Spirit in the Prayer Room	기도실의 제단 기운 해방
破壞第2監視塔的詛咒人偶像	Destroy the Cursed Idol in the Second Watchtower	제 2 감시탑의 저주의 우상 파괴
交給亞夏克地牢1層的主教烏魯波納斯	Deliver to Priest Urbonas at Ashaq Underground Prison 1F	아샤크 지하 감옥 1층의 주교 우르보나스에게 전달
返回歐勒夏與領主伊內沙黑蒙戴伊對話	Return to Orsha and talk to Inesa Hamondale	오르샤로 돌아가 영주 이네사 해먼데일과 대화
收集馬魯若斯的紋章	Collect Marnox's Insignia	마르녹스의 문양 수집
轉交給祭司杰利亞	Deliver to Priest Gelija	사제 겔리야에게 전달
回收祭司杰利亞的藥袋	Retrieve Priest Gelija's Medicine Pouch	사제 겔리야의 약 주머니 회수
用被聖水浸濕的布淨化詛咒人偶像碎片	Purify the Cursed Idol with the Holy Water Cloth	성수에 적신 천으로 저주의 우상 조각 정화
確認3層淨化裝置	Check the Purifier in 3F	3층 정화장치 확인
收集水晶的魔力	Collect Crystal Magic	수정의 마력 수집
為3層淨化裝置供給動力	Supply energy to the 3F Purifier	3층 정화장치에 동력 공급
除掉高原甜菜根莖	Remove the Plateau Sugar Beet Stems	고원 사탕무 줄기 제거
捕捉周圍的怪物	Dealing with Nearby Monsters	주변의 몬스터 사냥
向守望者莫里報告	Report to Watcher Molly	파수꾼 모리에게 보고
回收不良陷阱	Collect Faulty Traps	불량 함정 회수
把不良陷阱還給祭司特拉斯尼艾	Return the Faulty Traps to Priest Draznie	사제 드라즈니에에게 불량 함정 반납
亞夏克地牢3層的祭司杰利亞正等著某人的幫助。	Priest Gelija is waiting for help in Ashaq Underground Prison 3F	아샤크 지하 감옥 3층의 사제 겔리야가 누군가의 도움을 기다리고 있습니다.
消滅巴普	Varv Extermination	바브 박멸
向祭司杰利亞報告	Report to Priest Gelija	사제 겔리야에게 보고
收集湛藍煤炭	Collect Blue Coal	푸른 석탄 수집
將湛藍煤炭轉交給流動商人	Deliver the Blue Coal to the Merchant	행상인에게 푸른 석탄 전달
收集寶珠結晶	Collect Orb Crystals	보주 결정 수집
向追隨者巴伊杜堤斯報告	Report back to Follower Vaidutis	추종자 바이두티스에게 보고
向史學家凱佩克報告	Report back to Historian Kepeck	사학자 케펙에게 보고
史學家 葛利努斯對話	Talk to Historian Grenus	사학자 그리누스와 대화
尋找被磨損的古代文件	Find Worn Ancient Scriptures	마모된 고대 자료 찾기
向史學家 葛利努斯報告	Report back to Historian Grenus	사학자 그리누스에게 보고
與金石學者黛爾特蘭對話	Talk to Epigraphist Deltlan	금석학자 델트란과 대화
向金石學者黛爾特蘭報告	Report back to Epigraphist Deltlan	금석학자 델트란에게 보고
消滅克巴伊拉斯森林的怪物	Defeat monsters at Kvailas Forest	크바일라스 숲의 몬스터 처치
向信徒卡基斯報告	Report back to Believer Kazis	신도 카지스에게 보고
淨化被汙染的氣息	Cleansing the Defiling Energies	오염된 기운 정화
向信徒普羅紐斯報告	Report Back to Believer Bronius	신도 브로뉴스에게 보고
裂嘴菌菇獸的法杖碎片 收集	Collect Lapasape Wand Fragments	라프세이프의 지팡이 조각 수집
轉交給泰斯	Take the Fragments to Tess	테스에게 전달
乾枯的達達尼亞葉子 收集	Collect Dry Dadania Leaves	마른 다다니아 잎사귀 수집
