凱帕	Kepa	케파
還有希望 (2)	There is a Way (2)	솟아날 구멍은 있다(2)
詢問能獲得巴利烏斯魔力的方法	Is there a way to obtain Valius' magical power?	발류스의 마력을 얻을 수 있는 방법에 대해 묻는다
找其它的方法吧	We need to find another way	다른 방법을 찾자고 한다
還有希望 (3)	There is a Way (3)	솟아날 구멍은 있다(3)
要去一趟儀式房間	I'll go to the Room of Consciousness	의식의 방에 다녀오겠다고 한다
需要稍微準備一下	I need to prepare	잠시 준비가 필요하다고 한다
還有希望 (4)	There is a Way (4)	솟아날 구멍은 있다(4)
要去祭禮的房間看一下	I will go to the Room of Ancestral Rituals	제례의 방에 가보겠다고 한다
需要思考的時間	I need some time to think	생각할 시간이 필요하다고 한다
小心一點有什麼不好(1)	What's Bad About Being Careful (1)	조심하는게 뭐가 나쁘지(1)
詢問還有什麼東西是能應對的	Is there's anything else to prepare?	뭔가 더 대비할 수 있는 것이 있는지 묻는다
希望能多給一點準備時間	I need more time to prepare myself	준비를 할 시간을 달라고 한다
小心一點有什麼不好(2)	What's Bad About Being Careful (2)	조심하는게 뭐가 나쁘지(2)
停止中	Stopping	정지시키는 중
聖所潛藏的啟示(2)	The Hidden Sanctum's Revelation (2)	숨겨진 성소의 계시(2)
等待怪物中	Waiting for the monsters	몬스터를 기다리는 중
正在挖掘雕像的頭部	Digging the head of the sculpture	조각상 머리를 파내는 중
用腳踢籬笆中	Kicking the fence	울타리를 발로 차는 중
金湯匙人生(1)	Born with a Silver Spoon (1)	금스푼 인생(1)
金湯匙人生(2)	Born with a Silver Spoon (2)	금스푼 인생(2)
死亡的死亡(1)	Dead of the Dead (1)	죽음의 죽음(1)
剩下的預言都很無聊	Tell him that the remaining forecasts would be insignificant	남은 예언도 시시할 거라고 한다
關於有意義的預言	About the meaningful forecast	의미 있는 예언에 대해
死亡的死亡(2)	Dead of the Dead (2)	죽음의 죽음(2)
塗抹草汁中/LOOK/4/TRACK_BEFORE/None	Rubbing the grass juice/LOOK/4/TRACK_BEFORE/None	풀즙을 바르는 중/LOOK/4/TRACK_BEFORE/None
拓印中/READ/2/TRACK_AFTER/None	Making a rubbing/READ/2/TRACK_AFTER/None	탁본 중/READ/2/TRACK_AFTER/None
死亡的死亡(3)	Dead of the Dead (3)	죽음의 죽음(3)
路上小心	Tell him to return well	잘 다녀오라고 한다
但好像還是沒用	Tell him that it won't be effective	그래도 소용 없을 것 같다고 한다
死亡的死亡(4)	Dead of the Dead (4)	죽음의 죽음(4)
要去一趟貝吉歐懸崖	I will go to Vseio Cliffs	베지오 절벽으로 다녀 오곘다고 한다
現在不再提供援助	I won't help anymore	이제 그만 돕겠다고 한다
有金屬板的地方(1)	Location of the Metal Plate (1)	금속판이 있는 곳(1)
撿金屬板中	Picking up the Metal Plate	금속판을 줍는 중
有金屬板的地方(2)	Location of the Metal Plate (2)	금속판이 있는 곳(2)
要去把它拿出來	I will pull it out	꺼내오겠다고 한다
金屬板在井裡的理由	The reason why the Metal Plate is in the well	금속판이 우물 안에 있는 이유
有金屬板的地方(3)	Location of the Metal Plate (3)	금속판이 있는 곳(3)
除鏽劑(1)	Rust Remover (1)	녹 제거제(1)
詢問有什麼可以幫忙的事情	Ask him how you can help	도울 수 있는 일이 뭐가 있는지 물어 본다
關於讓它腐蝕的理由	The reason to corrode it	부식시키는 이유에 대해
除鏽劑(2)	Rust Remover (2)	녹 제거제(2)
溶解中的金屬板	The Boiling Metal Plate	부글거리는 금속판
必須找出金屬板	I will find the Metal Plate	금속판을 찾겠다고 한다
一個人在這裡的理由	The reason to be alone here	혼자 여기 있는 이유
拿出金屬板	Pull out the Metal Plate	금속판 끄집어내기
能夠輕鬆找出金屬板的理由	The reason that you could find the Metal Plate easily	금속판을 쉽게 찾을 수 있는 이유
切除藤蔓中	Cutting the vines	덩굴을 잘라내는 중
尋找金屬板(1)	Find the Metal Plate (1)	금속판 찾기(1)
尋找金屬板	Find the Metal Plate	금속판 찾기
已經沒有了	Tell him there will be no more	더는 없을 거라고 한다
收集研究結果	Collecting Research	연구를 한데 모아
要轉交給尤斯達斯	and hand them over to Justas	유스타스에게 전해 주곘다고 한다
因為已經沒有需要幫忙的了，所以決定離開	I will leave since there's nothing you could help anymore	더 이상 도울 것이 없으니 떠나겠다고 한다
殘存的危險(1)	The Remaining Danger (1)	잔존하는 위험(1)
現在沒有這種閒情逸致	I don't have time for that now	지금은 그럴 겨를이 없다고 한다
殘存的危險(2)	The Remaining Danger (2)	잔존하는 위험(2)
要去放入香爐	I will put the incense burner	향로를 놓고 오겠다고 한다
天敵的味道	The Enemy's Smell	천적의 냄새
要幫忙工作	I will help the task	일을 돕겠다고 한다
辛苦了	Tell him to work hard	수고하라고 한다
指定區域(1)	Designated Area (1)	구역 지정(1)
我會幫你，不用擔心	Tell him not to worry since you will help out	도와 줄 테니 걱정 말라고 한다
安慰他要加油	Comfort him to cheer him up	힘내라고 위로한다
指定區域(2)	Designated Area (2)	구역 지정(2)
要去安裝	I will install it	설치하러 가겠다고 한다
失蹤案件(1)	The Disappearance (1)	실종 사건(1)
要去現場看一下	I will go to the spot	현장으로 가 보겠다고 한다
失蹤案件(2)	The Disappearance (2)	실종 사건(2)
失蹤案件(3)	The Disappearance (3)	실종 사건(3)
去跟烏斯卡說這個事實	Tell Sir Uska about it	우스카에게 이 사실을 알려주러 가자
給我一點思考的時間吧！	Take some time to think about it	잠시 생각할 시간을 갖자
冤魂(1)	Depressed Spirit (1)	억울한 영혼(1)
冤魂(2)	Depressed Spirit (2)	억울한 영혼(2)
薩勒女神的請求(1)	A Request from Goddess Saule (1)	사울레 여신의 부탁(1)
詢問需要幫忙什麼	Ask him how you can help	무엇을 도와야 하는지 묻는다
觀察針刺藤蔓中	Looking at the thorny vines	가시 덩굴 살펴보는 중
薩勒女神的請求(2)	A Request from Goddess Saule (2)	사울레 여신의 부탁(2)
是很難承擔的工作	Tell him that it's hard to accept	감당하기 어려운 일이라고 한다
放入權能水晶中	Putting the crystal of authority	권능의 수정 놓는 중
私事	Private matter	사적인 일
決定要幫助實驗	I will help the experiment	실험을 돕겠다고 한다
沒有這個閒情逸致	I don't have time for it	그럴 겨를이 없다고 한다
隱藏寶物(1)	The hidden treasures(1)	숨겨진 보물들(1)
很有興趣，請告知使用方法	Ask him to tell you how to use it since you are interested	관심이 있으니 사용법을 알려달다고 한다
不需要	Tell him you don't need it	필요없다고 한다
隱藏寶物(2)	The hidden treasures(2)	숨겨진 보물들(2)
感激的使用	I will use it well	감사히 쓰겠다고 한다
以後再找	I will find it later	나중에 찾겠다고 한다
正在開啟箱子/OPENED/2/TRACK_BEFORE/None	Opening the box/OPENED/2/TRACK_BEFORE/None	상자 여는 중/OPENED/2/TRACK_BEFORE/None
大型事故	Big Accident	대형 사고
要做的事還很多	I have many things to do	할 일이 많다고 한다
觀察魔法陣中	Examining the magic circle	마법진을 살펴보는 중
女神的封印塔(1)	The Sealed Tower of the Goddess (1)	여신의 봉인탑(1)
要幫忙守護封印塔	I will help to protect the sealed tower	봉인탑 수호를 돕겠다고 한다
沒辦法了這是必須要做的事	Tell him that it can't be helped	어떨 수 없는 일이라고 한다
觀察封印塔中	Looking at the sealed tower	봉인탑 살펴 보는 중
女神的封印塔(2)	The Sealed Tower of the Goddess (2)	여신의 봉인탑(2)
剩下的也全都會幫忙	I will help the rest	마저 돕겠다고 한다
宣告離別	Say Farewell	작별을 고한다
女神的封印塔(3)	The Sealed Tower of the Goddess (3)	여신의 봉인탑(3)
復原封印中/SITABSORB/2/TRACK_BEFORE/None	Restoring the seal/SITABSORB/2/TRACK_BEFORE/None	봉인 복구 중/SITABSORB/2/TRACK_BEFORE/None
確認探險家巴奇斯的狀態	Check on Adventurer Varkis	탐험가 바키스의 상태 확인
消滅奧德卡丘陵路附近的怪物	Defeat the monsters near Odega Uphill	오데가 언덕길 근처의 몬스처 처치
尋找毒	Obtain the poison	독 구하기
獲得怪物毒	Obtained the poison of the monsters	몬스터의 독 획득
請在無名士兵的遺物前為亡者祈福。	Pray for his soul in front of the keepsakes of the unknown soldier	무명 병사의 유품 앞에서 그의 명복을 빌어 주세요.
獲得石板	Obtained the Mysterious Slate	석판 획득
消滅梅修花怪	Defeat Matsums	메슘 처치
與珍的靈魂對話	Talk to Jane's Spirit	제인의 영혼과 대화
聽珍的靈魂娓娓道來	Listen to Jane's Spirit	제인의 영혼에게 이야기 듣기
還有希望 	The Void that Arose	솟아날 구멍은 있다
在貝伊奇尼祈禱室尋找巴利烏斯的記錄	Look for the records of Valius at Veikini Prayer Room	베이키니 기도실에서 발류스의 기록 찾기
搜查巴利烏斯的魔力所留下的遺物	Search the keepsakes which possess Valius' magic	발류스의 마력이 남은 유품 수색
停止儀式房間的魔力再生石	Stop the magic generating stones in the Room of Consciousness	의식의 방의 마력 재생석 정지
停止祭禮的房間的魔力再生石	Stop the magic generating stones in the Room of Ancestral Rituals	제례의 방의 마력 재생석 정지
小心一點有什麼不好	What's Bad About Being Careful	조심하는게 뭐가 나쁘지
在奧茲達洛姆石室裡搜查被封印的巴利烏斯遺產	Search for the keepsakes of sealed Valius in Uzdromo Stone Chamber	우즈다로모 석실에서 봉인된 발류스의 유산 수색
停止交感魔法石	Stop the Magic Stone of Mutuality	교감의 마법석 정지
金湯匙人生	Born with a Silver Spoon	금스푼 인생
向亞特利尤斯諮詢	Ask Adrijus	아드리유스에게 물어보기
請向亞特利尤斯詢問其他地區是否還有已發現的碑石。	Ask Adrijus if he found any other tablets at the other regions	아드리유스가 다른 지역에서 발견한 다른 비석은 없는지 물어 보세요.
請使用麻醉針來收集硬毛	Obtain Stiff Hair using the paralysis needle	마비침을 이용해 뻣뻣한 털 수집
回到亞特利尤斯身邊	Return to Adrijus	아드리유스에게 돌아가기
拓印葛洛提斯殿堂理的碑石拓本	Make a rubbing of the tablet at Gruitis Hall	그뤼티스 전당의 비석 탁본 뜨기
將拓本交給亞特利尤斯	Hand over the rubbing to Adrijus	아드리유스에게 탁본 전달
死亡的死亡	Dead of the Dead	죽음의 죽음
採集克拉烏特草汁	Collect Craute Grass Juice	크라우트 풀즙 채취
試圖拓印貝吉歐懸崖碑石的拓文	Try making the rubbing of the tablet at Vseio Cliffs	베지오 절벽의 비석 탁본 시도하기
消滅聚集在碑石旁的怪物	Defeat the monsters that gathered around the tablet	비석에 모여든 몬스터 처치
拓印碑石拓本	Make the rubbing of the tablet	비석 탁본 뜨기
消滅因聞到草汁味而來的怪物	Defeat the monsters that rushed in after smelling the grass juice	풀즙 냄새를 맡고 공격해오는 몬스터  처치
向亞特利尤斯報告	Report to Adrijus	아드리유스에게 보고
從怪物身上收集骨粉	Obtain bone powder from the monsters	몬스터에게서 뼈가루 수집
請向他確認諮詢鍊金術士大師的結果。	Ask him what he heard from Alchemist Master	알케미스트 마스터를 찾아간 일이 어찌 되었는지 물어 보세요.
拓印貝吉歐懸崖碑石的拓文	Make the rubbing of the tablet in Vseio Cliffs	베지오 절벽 비석의 탁본 뜨기
將拓文交給亞特利尤斯	Hand over the rubbing to Adrijus	아드리유스에게 탁본 건네 주기
有金屬板的地方	Location of the Metal Plate	금속판이 있는 곳
請與尤斯達斯進行更多有關於金屬板的對話。	Talk to Justas more about the Metal Plate	유스타스와 금속판에 관한 대화를 더 나누어 보세요.
尋找拉米貝丘陵的金屬板	Look for the Metal Plate at Ramybe Hills	라미베 언덕의 금속판 찾기
將金屬板轉交給尤斯達斯	Hand over the Metal Plate to Justas	유스타스에게 금속판 전달
拿出井裡的金屬板	Pull out the Metal Plate from the well	우물안에 있는 금속판 꺼내기
拉出在井裡的金屬板	Pull out the Metal Plate from the well	우물에 있는 금속판 꺼내기
除鏽劑	Rust Remover	녹 제거제
收集幽靈范托魔術師的內核	Obtain the inner cores of Hallowventor Magician	할로우벤터 매지션의 내핵 수집
收集冒泡的液體	Obtain Bubbling Liquid	부글거리는 액체 수집
與阿爾魯達對話	Talk to Alruida	알뤼다와 대화
搜索要作為試劑的真金屬板	Use the reagent to find the real Metal Plates	시약으로 진짜 금속판 수색
將金屬板交給阿爾魯達	Hand over the Metal Plates to Alruida	알뤼다에게 금속판 전달
回收被藤蔓覆蓋住的金屬板	Retrieve the Metal Plates that are under the vines	덩굴에 깔린 금속판 회수
再將它轉交給阿爾魯達	Hand them over to Alruida	알뤼다에게 전달
清除藤蔓	Get rid of the vines	덩굴 제거
請與阿爾魯達討論關於其他金屬板的事。	Talk to Alruida about other Metal Plates	다른 금속판에 관해 알뤼다와 대화해 보세요.
請在波薩斯街道用探測棒搜索金屬板	Use the detection stick to find Metal Plates at Folsas Highway	폴사스 가도에서 탐지봉으로 금속판 탐색
在波薩斯街道用探測棒探索金屬板	Search for the Metal Plates using the detection stick at Folsas Highway	폴사스 가도에서 탐지 막대로 금속판 탐색
去找尤斯達斯	Meet Justas	유스타스 찾아가기
殘存的危險	Remaining Danger	잔존하는 위험
確認水晶礦山布貝的動靜	Survey Vubbe Activity in the Crystal Mine	수정광산 부베들의 움직임 확인
設置拜杜塔斯特製香爐	Set Vaidotas' Special Incense Burner	바이도타스 특제 향로 설치
收集莫厄之瘤	Collect Moa Lumps	모아의 혹 수집
再將它交給看守者艾拉	Hand them over to Watcher Erra	파수꾼 에라에게 전달
指定區域	Territorial Assignment	구역 지정
收集串繩材料	Collect Odd Fish Stringers	꿰미 재료 수집
卡汀森林全區	The whole territory of Kateen Forest	카틴 숲 전 지역
再將它轉交給看守者莫爾黎	Hand them over to Watcher Molly	파수꾼 몰리에게 전달
設置串繩	Set the Stringers	꿰미 설치
斯拉屋塔斯峽谷/奈普里塔斯懸崖	Srautas Canyon/Nefritas Cliff	스라우타스 협곡/네프리타스 벼랑
失蹤案件	Disappearances	실종 사건
搜查失蹤現場	Search the spot where the disappearances took place	실종 현장 수색
保護柯拉佩達市場的靈魂	Protect the Spirit of Klaipeda's Mayor	클라페다 시장의 영혼 보호
與柯拉佩達市場的靈魂對話	Talk to the spirit of Klaipeda's Mayor	클라페다 시장의 영혼과 대화
