皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
收集尖刺樹木根部濃烈的毒	Collect Toxic Thorn Tree Stump Sap	가시나무 밑둥의 진한 독 수집
收集泉裡聚積的毒液	Collect Spring Water Venom	샘에 고인 독액 수집
交給獵人納塔夏	Hand them over to Hunter Natasha	헌터 나타샤에게 전달
收集烏勒德瓦的葉片	Collect Woodluwa Leaves 	우르드와의 잎사귀 수집
與獵人巴斯提爾對話	Talk to Hunter Bastille	헌터 바스틸과 대화
收集解毒用藥草	Collect herbs for detoxification	해독용 약초 모아오기
交給獵人巴斯提爾	Hand them over to Hunter Bastille	헌터 바스틸에게 전달
與修道士查德對話	Talk to the Monk Chad	수도사 채드와 대화
收集蜜蠟	Collect beeswax	밀랍 수집
交給修道士查德	Hand them over to Monk Chad	수도사 채드에게 전달
補獵烏勒德瓦，收集黏液	Hunt Woodluwas and collect some resin	우드르와를 사냥하고 진액 수집
與資深修道士古斯對話	Talk to Senior Monk Goss	선임 수도사 거스와 대화
請消滅地錢苔與史托內坤收集證據	Defeat Liverworts and Stonacons and collect evidence	우산이끼와 스토내콘을 처치하고 증거 수집
交給資深修道士古斯	Hand them over to Senior Monk Goss	선임 수도사 거스에게 전달
調查帕沙圖休憩地的墳墓	Investigate the grave at Priekis Rest Area	파사로 쉼터의 무덤 조사
進入堤拉修道院裡面	Enter Tyla Monastery	틸라 수도원 안으로 진입
與修道士勇斯對話	Talk to Monk Jones	수도사 욘스와 대화
消滅地錢苔與史托內坤	Defeat Liverworts and Stonacons	우산이끼와 스토내콘 처치
消滅地錢苔	Defeat Liverworts	우산이끼 처치
消滅史托內坤	Defeat Stonacons	스토내콘 처치
採集阿錫拉多水草	Collect Acylado Hydrophyte	아실라도 수초 채집
交給修道士勇斯	Hand them over to Monk Jones	수도사 욘스에게 전달
與修道士傑普利對話	Talk to Monk Jeffery	수도사 제프리와 대화
修道院修復計畫	Mission to Retake the Monastery	수도원 수복 작전
攻破艾瑪斯殿堂	Storm through Apmas Hall	앱마스 전당까지 돌파
消滅艾瑪斯殿堂的怪物	Defeat monsters in Apmas Hall	앱마스 전당의 몬스터 처치
攻破洛提卡殿堂 	Break through Raktika Hall	락티카 전당 돌파
除去迷惑怪物們的奇怪團塊	Eliminate the strange lump that is luring monsters	몬스터들을 홀리는 이상한 덩어리 제거
攻破比提斯噴泉	Storm through Viltis Fountain	빌티스 분수대 돌파
移動到祈禱室前面	Move to the front of the Prayer Room	기도실 앞으로 이동
呼喚前的準備作業	Preparations for the Call	부름을 위한 준비작업
與修道士莫漢對話	Talk to Monk Moheim	수도사 모하임과 대화
請到接待室的樹箱裡搜尋水晶球	Search for the Crystal Ball in the wooden box in the Reception Room	응접실의 나무 상자에서 수정구 수색
與修道院長對話	Talk to the abbot	수도원장과 대화
除去有味道的團塊	Remove the Smelly Lump	냄새나는 덩어리 제거
消滅修道院的怪物	Defeat the monsters in the Monastery	수도원의 몬스터 처치
消滅修道院內的怪物	Defeat the monsters in the Monastery	수도원 내의 몬스터 처치
尋找堤拉修道院的經典	Look for the scripture at Tyla Monastery	틸라 수도원의 경전 찾기
交給修道士莫漢	Hand them over to Moheim	수도사 모하임에게 전달
你準備好了嗎？	Are you ready?	준비는 되셨나요?
說會去取來驅動核	I will get the Activation Core	구동핵을 구해 오곘다고 한다
說要去找女神	I will go to the goddess	여신에게 가겠다고 한다
說現在無法使用魔力，詢問應該怎麼辦	What are you going to do if you can't use the spell?	마력을 쓰지 못하는데 어떻게 할 건지 묻는다
無法使用魔力的原因	Why the spell can't be used	마력을 못 쓰는 이유
四面楚歌	Surrounded by Enemies	사면초가
奪回屯駐地(1)	Reclaim the Camp (1)	주둔지 탈환(1)
說會帶來	I will bring it	데려오겠다고 한다
說沒辦法做。	I can't do that	못하겠다고 한다.
奪回屯駐地(2)	Reclaim the Camp (2)	주둔지 탈환(2)
奪回屯駐地(3)	Reclaim the Camp (3)	주둔지 탈환(3)
說現在還不行	I'm not yet ready	아직 안됐다고 한다
奪回屯駐地(4)	Reclaim the Camp (4)	주둔지 탈환(4)
奪回屯駐地(5)	Reclaim the Camp (5)	주둔지 탈환(5)
說服中/TALK/0/TRACK_BEFORE/None	Persuading/TALK/0/TRACE_BEFORE/None	설득 중/TALK/0/TRACK_BEFORE/None
正在展示陷阱/TRADE_GIVE/1/TRACK_BEFORE/None	Showing the trap/TRADE_GIVE/1/TRACK_BEFORE/None	함정을 보여주는 중/TRADE_GIVE/1/TRACK_BEFORE/None
正在展示陷阱	Showing the trap	함정을 보여주는 중
說要出發了	Let's go	출발하자고 한다
說暫時喘口氣	Let's take a rest for a while	잠시만 숨을 돌리자고 한다
說一起去祈禱室	Let's go to the Prayer Room	기도실로 가자고 한다
在魔法師之塔1層與克莉妲對話	Talk to Grita at Mage Tower 1F	마법사의 탑 1층에서 그리타와 대화
在魔法師之塔2樓與克莉妲對話	Talk to Grita at Mage Tower 2F	마법사의 탑 2층의 그리타와 대화
在魔法師之塔3樓與克莉妲對話	Talk to Grita at Mage Tower 3F	마법사의 탑 3층의 그리타와 대화
在魔法師之塔4樓與克莉妲對話	Talk to Grita at Mage Tower 4F	마법사의 탑 4층에서 그리타와 대화
啟動穩定魔力裝置	Activate the Magic Stabilizer	마력 안정화 장치 작동
尋找魔力控制室	Find the Magic Control Room	마력 제어실 찾기
移動至魔法師之塔5樓	Go to Mage Tower 5F	마법사의 탑 5층으로 이동
消滅前往5樓時阻擋去路的克萊獰怪	Defeat Grinender that is blocking the way to the 5th Floor	5층으로 가는 길을 막는 그라이넨더 처치
收集蘭姆貝兒的腳趾甲	Collect Rambear Claws	램베어의 발톱 수집
回收石化探測器的驅動核	Retrieve the Petrification Detector Activation Core	석화 탐지기의 구동핵 회수
消滅河口堤三岔路口周圍的怪物	Defeat the monsters nearby Estuary Bank Junction	하구 둑 삼거리 주변의 몬스터 처치
回收止咳藥	Retrieve the Cough Medicine	기침약 회수
在畢安提城堡的營火上點火	Light a bonfire in Vienti Fortress	비엔티 성채의 모닥불에 불 피우기
消滅魯巴勃斯	Defeat Rubabos	루바보스 처치
消滅玷污封印石的亞魯瑪	Defeat Arma that mocked the Sealed Stone	봉인석을 모욕한 아르마 처치
請移動到下個區域	Go to the next area	다음 지역으로 이동하기
請與阿曼達一同移動到下個區域。	Go to the next area with Amanda	아만다와 함께 다음 지역으로 이동하세요.
擺脫怪物的襲擊	Get out from the monsters' raid	몬스터의 습격에서 벗어나기
與王國軍警備兵戴爾魯斯對話	Talk to Royal Army Guard Delus	왕국군 경비병 델루스와 대화
奪回屯駐地	Reclaim the Camp	주둔지 탈환
帶回脫隊的王國軍警備兵	Bring the Royal Army Guards who fell behind	낙오된 왕국군 경비병 데려오기
請與王國軍警備兵戴爾魯斯對話。	Talk to the Royal Army Guard Delus	왕국군 경비병 델루스와 대화하세요
翻找王國軍警備兵屍體以收集裝備	Check the Royal Army guard corpse and collect equipment	왕국군 경비병 시체를 뒤져서 장비 모으기
消滅佔領屯駐地的怪物	Defeat the monsters occupying the camp	주둔지를 점령하고 있는 몬스터 처치하기
請與王國軍警備兵戴爾魯斯對話	Talk to Delus	왕국군 경비병 델루스와 대호하세요
設置防禦設施	Set up a defense facility	방어 시설을 설치
為了守護屯駐地，請設置防禦設施	Set up a defense facility to defend the camp	주둔지 방어를 위해 방어 시설을 설치하세요
消滅前來攻擊的BOSS怪物	Defeat the monsters attacking	공격해 오는 보스 몬스터 처치
請守護阿曼達免於BOSS怪物的攻擊	Protect Amanda from the monsters attacking	공격해 오는 보스 몬스터로부터 아만다를 지키세요
請與阿曼達對話	Talk to Amanda	아만다와 대화하세요
與將校靈魂對話	Talk to the General's soul	장교 영혼과 대화
請與將校靈魂對話	Talk to the General's soul	장교 영혼과 대화하세요
搜索隱藏的場所	Explore the hidden area	숨겨진 장소 탐색하기
請與獵人納塔夏對話，並聽他說明有關信件的事情。	Talk to Hunter Natasha about the letter	헌터 나타샤와 이야기해 편지에 대해 들어보세요.
與堤拉修道院的資深修道士古斯對話	Talk to Senior Monk Goss in Tyla Monastery	틸라 수도원에서 선임 수도사 거스와 대화
消滅聚集的怪物	Defeat the monsters gathered	몰려있는 몬스터 처치
會不會從畢拉空身上搜括黑煤粉反而比較好？	Would it have been better to scrape off the coal powder from Phyracon?	차라리 피라콘에게서 흑탄 가루를 긁어내는 게 나았을까?
請消滅畢拉空，取得黑煤粉	Defeat Phyracon and collect Black Coal Powder	피라콘을 처치하여 흑탄 가루 구하기
從德雷克手中收集不滅的火種	Collect Eternal Embers from Drakes	드레이크에게서 꺼지지 않는 불씨 수집
消滅怪物，獲得聖櫃碎片	Defeat the monsters and get pieces of the Holy Ark	몬스터를 처치하여 성궤 조각 획득
消滅魔瓶怪博學者，獲得束縛的結晶	Defeat the Flask Mage and get the Crystal of Restriction	플라스크 메이지를 처치하여 속박의 결정 획득
取來凱帕力肉片	Get the meat of Kepari	케파리 살점 구해 오기
回去找力量變弱的貓頭鷹	Return to the Weak Owl	약해진 부엉이에게 돌아가기
假假真真的聖所？(3)	Sanctuary of Truth or Lie? (3)	거짓 또는 진실의 성소?(3)
消滅展開攻擊的樹林哥布林	Defeat Wood Goblin	공격해오는 우드고블린 처치
正在試戴項鍊	Trying on the necklace	목걸이를 걸어 보는 중
正在祈求冥福	Consoling the soul	명복을 빌어 주는 중
正在確認魔法陣	Checking the magic tile	마법진 확인 중
抵達了加比婭女神所說的卡汀森林入口	Arrived at Kateen Forest as Goddess Gabija mentioned	가비야 여신이 이야기한 카틴 숲 입구에 도착했습니다
找到了都勒傑所說的蜂蜜酒 	Found the mead that Dorjen asked you to bring	도르젠이 가져오라고 한 벌꿀술을 찾았습니다
修復中	Restoring	복원 중
已蓋好莉莉亞的墳墓	Made a grave for Liliya	릴리야의 무덤을 만들어 주었습니다
正在挖開腐壞的肉堆	Searching through the rotten meat	썩은 고기 더미를 파헤치는 중
就在水晶核被破壞的同時，水晶也跟著被破壞了。	You destroyed all the cores and the Tree Root Crystal was destroyed as well	핵을 모두 파괴하자 수정 또한 파괴되어 버렸습니다
正在搖晃	Shaking	흔들어 보는 중
正在察看變質的樹根水晶	Checking the Mutated Tree Root Crystal	변질된 나무뿌리 수정을 살펴 보는 중
察看樹根水晶	Checking the Tree Root Crystal	나무뿌리 수정 살펴 보기
掉下了一張紙條	A memo fell	종이 쪽지 하나가 떨어 졌습니다
正在祈禱	Praying	기도하는 중
請為受到束縛的靈魂們採下周圍的花並獻到祭壇上。	Gather flowers and offer it to the altar-bound souls	속박당한 영혼들을 위해 주변의 꽃을 모아 제단에 바치세요
正在整理祭壇	Cleaning the altar	제단을 치우는 중
正在上呈經典	Placing the Scripture	경전을 올려 놓는 중
正在察看祭壇	Checking the altar	제단을 살피는 중
正在噴灑怪物體液	Spraying Cold Fluid	뿌리는 중
別提給予什麼祝福了，聖所似乎受到了污染	The sanctum has been corrupted instead of being blessed	축복은 커녕 성소가 오염된 것 같습니다
正在察看聖所	Looking at the sanctum	성소를 살펴보는 중
正在噴灑聖水	Spraying the Holy Water	성수를 뿌리는 중
正在說明關於祈願森林女神像的事情	Explaining about the Goddess Statue in the Forest of Prayer	기원의 숲 여신상에 대해 설명 중
正在修理女神像	Repairing the Goddess Statue	여신상 수리 중
正在察看女神像	Inspecting the Goddess Statue	여신상을 살펴 보는 중
正在取出標誌	Pulling out the Symbol	표식을 꺼내는 중
正在燃燒徽章	Burning the Badge	휘장을 태우는 중
已淨化聖所	The Sanctum has been purified	성소가 정화되었습니다
放置好清水，進行膜拜	Worshiping with Pure Water	맑은 물을 놓고 경배 중
正在聖所裡獻花	Putting the flowers in front of the Sanctum	성소에 헌화하는 중
正在燃燒淨化符	Burning the purifier	정화부를 태우는 중
已淨化聖所！	The Sanctum has been purified	성소가 정화 되었습니다!
正在建造墳墓	Making a grave	무덤을 만드는 중
已建好衛塔斯的墳墓	You've made the grave for Witas	위타스의 무덤을 만들어 주었습니다
正在察看墓碑	Looking at the epitaph	묘비를 살펴 보는 중
在箱子內找到了陳舊的手帕！	You've found an old handkerchief in the chest	상자 안에서 낡은 손수건을 찾았습니다
正在噴灑樹液	Spraying Water for the Tree	수액을 뿌리는 중
再次挖掘中	Digging it again	다시 파 보는 중
擺設倒下的雕像	Standing up the fallen statue	쓰러진 조각상을 세우는 중
完成了靈魂召喚聖書	Completed the scripture for the spirit	영혼 소환 성서가 완성되었습니다
裝置裡出現了水滴狀的寶石	A teardrop-shaped jewel appeared from the device	장치 안에서 물방울 모양의 보석이 나왔습니다
從那柯堤斯的部下的手中找回了圓形的寶石！	Acquired a round-shaped jewel from Naktis' subordinate	나크티스의 부하에게서 동그란 모양의 보석을 되찾았습니다
正在將信物插入	Inserting the Holy Relic	신표를 끼워넣는 중
正在回收藥	Collecting the medicine	약 회수 중
正在開啟門	Opening the door	문 여는 중
正在搜索祭司的屍體	Collecting the corpses of the priests	사제의 시신 수습 중
組合中	Combining	조합하는 중
正在傳達萊恩斯的事情	Passing the words of Laius	라이어스의 이야기를 전하는 중
